create table DWH_RISK.DP_SAMPLE_FULL_E3
(
  chr25_group3                  VARCHAR2(14),
  chr25_group5k                 NUMBER,
  chr26_group_mcknz             VARCHAR2(13),
  chr17_group                   NUMBER,
  chr17_group2                  VARCHAR2(13),
  chr16_group                   NUMBER,
  chr16_group2                  VARCHAR2(13),
  chr16_group3                  VARCHAR2(13),
  chr11_group                   NUMBER,
  chr11_group2                  VARCHAR2(13),
  chr12_group                   NUMBER,
  chr12_group2                  VARCHAR2(13),
  chr12_group3                  VARCHAR2(13),
  chr_10_group2                 VARCHAR2(13),
  chr_10_1_group2               VARCHAR2(13),
  chr_27_group                  VARCHAR2(8),
  chr_27_group_mcnz             VARCHAR2(8),
  chr2_group                    VARCHAR2(43),
  chr10_group                   NUMBER,
  chr10_1_group                 NUMBER,
  chr15_group                   NUMBER,
  chr20_gsm                     VARCHAR2(15),
  chr20_group                   NUMBER,
  chr20_1_group                 NUMBER,
  good_cnt                      NUMBER,
  bad_cnt                       NUMBER,
  chr9_group                    VARCHAR2(13),
  chr9_group2                   VARCHAR2(13),
  chr15_group2                  VARCHAR2(13),
  chr13_group                   VARCHAR2(13),
  chr14_group                   VARCHAR2(40),
  chr13_group100k               NUMBER,
  chr14_group2                  VARCHAR2(13),
  chr26_group                   VARCHAR2(40),
  chr26_group2                  VARCHAR2(13),
  chr28_group                   VARCHAR2(13),
  chr7_group                    NUMBER,
  chr7_group2                   VARCHAR2(13),
  chr7_group_gsm                VARCHAR2(13),
  chr8_group                    VARCHAR2(13),
  chr24_group                   VARCHAR2(13),
  chr5_group                    VARCHAR2(13),
  same_contractid_cnter2        NUMBER,
  same_contractnum_cnter3       NUMBER,
  sample_type                   VARCHAR2(8),
  mz_it_ekz_sex_st              NUMBER,
  mz_it_age_d3                  NUMBER,
  mz_it_inc_subsistence_ratio_t NUMBER,
  d_log_ods                     NUMBER,
  pd_d                          NUMBER,
  s_log_odds                    NUMBER,
  pd_s                          NUMBER,
  p_log_odds                    NUMBER,
  pd_p                          NUMBER,
  cc_model                      VARCHAR2(150),
  mz_it_age                     NUMBER,
  mz_it_ekz_sex                 VARCHAR2(200),
  mz_it_nationality_kazak       VARCHAR2(200),
  mz_it_colvir                  VARCHAR2(200),
  mz_it_salary                  VARCHAR2(200),
  mz_it_pkb_flag                VARCHAR2(1),
  mz_it_reg_ac_city_same        VARCHAR2(1),
  mz_it_ekz_education           NUMBER,
  mz_it_ekz_maritial_status     NUMBER,
  mz_it_cgrp3_st                NUMBER,
  mz_it_income                  NUMBER,
  mz_it_subsistence             NUMBER,
  mz_it_atm_cash_grp            VARCHAR2(200),
  mz_it_grp_salary              VARCHAR2(200),
  mz_it_enquiry_count_3m        VARCHAR2(200),
  mz_it_atm_cash_wdw_ct_otherb  VARCHAR2(200),
  mz_it_dpd_num_mth_0_12        VARCHAR2(200),
  mz_it_dpd_num_mth_30p_12      VARCHAR2(200),
  mz_it_enq_num_12              VARCHAR2(200),
  lo_customer_centric_score     NUMBER,
  yy                            NUMBER,
  pd                            NUMBER,
  pdc                           NUMBER,
  mz_nationality_kazak          NUMBER,
  mz_sex                        CHAR(1 CHAR),
  mz_education                  VARCHAR2(100 CHAR),
  mz_maritalstat                VARCHAR2(50 CHAR),
  mz_age                        NUMBER,
  mz_haspkbreport               NUMBER,
  mz_pkb_flag                   NUMBER,
  mz_income_application         NUMBER,
  mz_reg_ac_city_same           NUMBER,
  mz_enq_num_12                 NUMBER,
  mz_haspkbquerylast12mth       NUMBER,
  mz_currentcontracts           NUMBER,
  mz_dpd_num_mnth_0_12          NUMBER,
  mz_dpd_num_mth_30p_12         NUMBER,
  mz_inc_subsistence_ratio      NUMBER,
  mz_inc_subsistence_ratio_app  NUMBER,
  mz_numberofqueries            NUMBER
)
tablespace DWH_RISK
  pctfree 10
  initrans 1
  maxtrans 255
  storage
  (
    initial 64K
    next 1M
    minextents 1
    maxextents unlimited
  );
grant select on DWH_RISK.DP_SAMPLE_FULL_E3 to AIBEK_BE;
grant select, insert, update, delete on DWH_RISK.DP_SAMPLE_FULL_E3 to DWH_RISK_FULL_ROLE;
grant select on DWH_RISK.DP_SAMPLE_FULL_E3 to DWH_RISK_READ_ROLE;
grant select on DWH_RISK.DP_SAMPLE_FULL_E3 to HEAD_DENIS_PL;
grant select on DWH_RISK.DP_SAMPLE_FULL_E3 to KRISTINA_KO;
grant select on DWH_RISK.DP_SAMPLE_FULL_E3 to PROCESS_RISK;

